Review_ID,Customer_Review,Rating
499,product okay shipping took long,5
500,poor packaging arrived damaged happy purchase,2
501,poor packaging arrived damaged happy purchase,1
502,amazing experience everything went smoothly,5
503,product okay shipping took long,1
504,terrible customer support respond email,5
505,loved would definitely recommend friend family,1
506,excellent customer service support team helpful,2
507,expected disappointing experience,3
508,expected disappointing experience,5
509,poor packaging arrived damaged happy purchase,1
510,expected disappointing experience,2
511,terrible customer support respond email,1
512,expected disappointing experience,1
513,amazing experience everything went smoothly,5
514,product okay shipping took long,2
515,terrible customer support respond email,1
516,product meet expectation quality subpar,4
517,expected disappointing experience,5
518,poor packaging arrived damaged happy purchase,5
519,satisfied purchase good value money,2
520,loved would definitely recommend friend family,1
521,satisfied purchase good value money,4
522,excellent customer service support team helpful,2
523,product okay shipping took long,3
524,amazing experience everything went smoothly,1
525,excellent customer service support team helpful,5
526,excellent customer service support team helpful,5
527,great product satisfied quality service,1
528,great product satisfied quality service,4
529,product meet expectation quality subpar,1
530,excellent customer service support team helpful,5
531,excellent customer service support team helpful,5
532,expected disappointing experience,3
533,expected disappointing experience,1
534,terrible customer support respond email,3
535,great product satisfied quality service,2
536,loved would definitely recommend friend family,4
537,satisfied purchase good value money,3
538,terrible customer support respond email,4
539,expected disappointing experience,2
540,loved would definitely recommend friend family,3
541,great product satisfied quality service,3
542,excellent customer service support team helpful,2
543,product okay shipping took long,2
544,product meet expectation quality subpar,2
545,product okay shipping took long,2
546,product okay shipping took long,3
547,great product satisfied quality service,3
548,satisfied purchase good value money,3
549,satisfied purchase good value money,4
550,product meet expectation quality subpar,2
551,great product satisfied quality service,5
552,amazing experience everything went smoothly,5
553,product okay shipping took long,5
554,amazing experience everything went smoothly,5
555,excellent customer service support team helpful,3
556,amazing experience everything went smoothly,3
557,amazing experience everything went smoothly,3
558,terrible customer support respond email,3
559,great product satisfied quality service,1
560,product meet expectation quality subpar,3
561,poor packaging arrived damaged happy purchase,2
562,satisfied purchase good value money,4
563,great product satisfied quality service,4
564,amazing experience everything went smoothly,1
565,loved would definitely recommend friend family,4
566,product okay shipping took long,3
567,poor packaging arrived damaged happy purchase,3
568,amazing experience everything went smoothly,2
569,amazing experience everything went smoothly,3
570,terrible customer support respond email,3
571,great product satisfied quality service,2
572,loved would definitely recommend friend family,1
573,loved would definitely recommend friend family,2
574,product meet expectation quality subpar,4
575,product meet expectation quality subpar,2
576,product meet expectation quality subpar,2
577,product okay shipping took long,5
578,loved would definitely recommend friend family,1
579,satisfied purchase good value money,2
580,satisfied purchase good value money,4
581,excellent customer service support team helpful,2
582,product okay shipping took long,4
583,great product satisfied quality service,3
584,excellent customer service support team helpful,3
585,satisfied purchase good value money,2
586,product okay shipping took long,2
587,amazing experience everything went smoothly,2
588,product meet expectation quality subpar,4
589,expected disappointing experience,5
590,satisfied purchase good value money,1
591,amazing experience everything went smoothly,4
592,product meet expectation quality subpar,5
593,product meet expectation quality subpar,3
594,excellent customer service support team helpful,3
595,product okay shipping took long,1
596,product meet expectation quality subpar,5
597,great product satisfied quality service,4
598,amazing experience everything went smoothly,4
599,amazing experience everything went smoothly,5
600,satisfied purchase good value money,3
601,expected disappointing experience,3
602,amazing experience everything went smoothly,5
603,amazing experience everything went smoothly,2
604,product meet expectation quality subpar,3
605,amazing experience everything went smoothly,5
606,loved would definitely recommend friend family,5
607,expected disappointing experience,2
608,product okay shipping took long,3
609,excellent customer service support team helpful,5
610,loved would definitely recommend friend family,3
611,excellent customer service support team helpful,3
612,product okay shipping took long,4
613,poor packaging arrived damaged happy purchase,2
614,amazing experience everything went smoothly,5
615,terrible customer support respond email,3
616,product okay shipping took long,3
617,product meet expectation quality subpar,4
618,product okay shipping took long,2
619,satisfied purchase good value money,5
620,poor packaging arrived damaged happy purchase,4
621,excellent customer service support team helpful,3
622,satisfied purchase good value money,3
623,great product satisfied quality service,3
624,expected disappointing experience,4
625,product meet expectation quality subpar,1
626,excellent customer service support team helpful,1
627,satisfied purchase good value money,5
628,excellent customer service support team helpful,2
629,loved would definitely recommend friend family,4
630,poor packaging arrived damaged happy purchase,4
631,poor packaging arrived damaged happy purchase,3
632,terrible customer support respond email,4
633,satisfied purchase good value money,2
634,product okay shipping took long,3
635,product okay shipping took long,4
636,loved would definitely recommend friend family,1
637,excellent customer service support team helpful,3
638,terrible customer support respond email,3
639,expected disappointing experience,5
640,expected disappointing experience,4
641,loved would definitely recommend friend family,4
642,product meet expectation quality subpar,3
643,product meet expectation quality subpar,4
644,product okay shipping took long,1
645,amazing experience everything went smoothly,3
646,great product satisfied quality service,3
647,great product satisfied quality service,5
648,product meet expectation quality subpar,1
649,great product satisfied quality service,3
650,great product satisfied quality service,2
651,expected disappointing experience,5
652,terrible customer support respond email,1
653,terrible customer support respond email,1
654,expected disappointing experience,5
655,satisfied purchase good value money,4
656,poor packaging arrived damaged happy purchase,4
657,expected disappointing experience,5
658,expected disappointing experience,5
659,poor packaging arrived damaged happy purchase,2
660,product okay shipping took long,2
661,terrible customer support respond email,5
662,excellent customer service support team helpful,5
663,amazing experience everything went smoothly,4
664,poor packaging arrived damaged happy purchase,5
665,poor packaging arrived damaged happy purchase,1
666,loved would definitely recommend friend family,4
667,great product satisfied quality service,5
668,poor packaging arrived damaged happy purchase,4
669,product meet expectation quality subpar,1
670,amazing experience everything went smoothly,1
671,loved would definitely recommend friend family,3
672,poor packaging arrived damaged happy purchase,3
673,poor packaging arrived damaged happy purchase,1
674,terrible customer support respond email,5
675,satisfied purchase good value money,5
676,great product satisfied quality service,4
677,satisfied purchase good value money,5
678,terrible customer support respond email,4
679,expected disappointing experience,3
680,loved would definitely recommend friend family,5
681,great product satisfied quality service,5
682,great product satisfied quality service,3
683,product meet expectation quality subpar,5
684,product meet expectation quality subpar,1
685,expected disappointing experience,1
686,satisfied purchase good value money,1
687,product okay shipping took long,3
688,expected disappointing experience,3
689,satisfied purchase good value money,5
690,product meet expectation quality subpar,1
691,excellent customer service support team helpful,1
692,satisfied purchase good value money,1
693,excellent customer service support team helpful,1
694,poor packaging arrived damaged happy purchase,1
695,expected disappointing experience,1
696,poor packaging arrived damaged happy purchase,1
697,poor packaging arrived damaged happy purchase,3
698,product okay shipping took long,1
699,amazing experience everything went smoothly,5
700,terrible customer support respond email,4
701,poor packaging arrived damaged happy purchase,3
702,product meet expectation quality subpar,3
703,satisfied purchase good value money,1
704,product meet expectation quality subpar,3
705,product okay shipping took long,5
706,excellent customer service support team helpful,2
707,product meet expectation quality subpar,1
708,terrible customer support respond email,5
709,satisfied purchase good value money,1
710,poor packaging arrived damaged happy purchase,4
711,great product satisfied quality service,1
712,terrible customer support respond email,3
713,satisfied purchase good value money,4
714,poor packaging arrived damaged happy purchase,1
715,product meet expectation quality subpar,1
716,terrible customer support respond email,1
717,product okay shipping took long,3
718,terrible customer support respond email,4
719,great product satisfied quality service,4
720,terrible customer support respond email,4
721,great product satisfied quality service,2
722,terrible customer support respond email,4
723,amazing experience everything went smoothly,4
724,terrible customer support respond email,3
725,satisfied purchase good value money,1
726,product okay shipping took long,3
727,satisfied purchase good value money,5
728,poor packaging arrived damaged happy purchase,1
729,terrible customer support respond email,5
730,great product satisfied quality service,1
731,terrible customer support respond email,2
732,expected disappointing experience,1
733,product meet expectation quality subpar,5
734,amazing experience everything went smoothly,5
735,poor packaging arrived damaged happy purchase,4
736,satisfied purchase good value money,4
737,terrible customer support respond email,3
738,excellent customer service support team helpful,5
739,product okay shipping took long,2
740,great product satisfied quality service,3
741,poor packaging arrived damaged happy purchase,4
742,excellent customer service support team helpful,3
743,product okay shipping took long,5
744,loved would definitely recommend friend family,3
745,product meet expectation quality subpar,2
746,amazing experience everything went smoothly,2
747,excellent customer service support team helpful,2
748,loved would definitely recommend friend family,3
749,terrible customer support respond email,4
750,loved would definitely recommend friend family,5
751,poor packaging arrived damaged happy purchase,4
752,amazing experience everything went smoothly,5
753,poor packaging arrived damaged happy purchase,2
754,poor packaging arrived damaged happy purchase,2
755,great product satisfied quality service,1
756,excellent customer service support team helpful,4
757,expected disappointing experience,5
758,expected disappointing experience,1
759,product meet expectation quality subpar,1
760,satisfied purchase good value money,3
761,product okay shipping took long,5
762,poor packaging arrived damaged happy purchase,2
763,product okay shipping took long,2
764,expected disappointing experience,5
765,expected disappointing experience,5
766,product meet expectation quality subpar,5
767,loved would definitely recommend friend family,5
768,product meet expectation quality subpar,2
769,product okay shipping took long,2
770,expected disappointing experience,5
771,terrible customer support respond email,4
772,poor packaging arrived damaged happy purchase,5
773,expected disappointing experience,3
774,excellent customer service support team helpful,3
775,terrible customer support respond email,1
776,product okay shipping took long,2
777,product meet expectation quality subpar,4
778,excellent customer service support team helpful,5
779,expected disappointing experience,4
780,product meet expectation quality subpar,2
781,loved would definitely recommend friend family,4
782,expected disappointing experience,1
783,product okay shipping took long,1
784,satisfied purchase good value money,4
785,product okay shipping took long,5
786,product meet expectation quality subpar,2
787,loved would definitely recommend friend family,3
788,product okay shipping took long,1
789,product okay shipping took long,3
790,excellent customer service support team helpful,2
791,product meet expectation quality subpar,1
792,product meet expectation quality subpar,4
793,excellent customer service support team helpful,2
794,product okay shipping took long,1
795,great product satisfied quality service,3
796,satisfied purchase good value money,1
797,terrible customer support respond email,2
798,loved would definitely recommend friend family,1
799,great product satisfied quality service,2
800,poor packaging arrived damaged happy purchase,5
801,loved would definitely recommend friend family,4
802,product okay shipping took long,2
803,loved would definitely recommend friend family,3
804,loved would definitely recommend friend family,2
805,product okay shipping took long,4
806,expected disappointing experience,2
807,amazing experience everything went smoothly,4
808,amazing experience everything went smoothly,2
809,expected disappointing experience,5
810,poor packaging arrived damaged happy purchase,3
811,excellent customer service support team helpful,3
812,satisfied purchase good value money,5
813,product meet expectation quality subpar,1
814,amazing experience everything went smoothly,2
815,great product satisfied quality service,5
816,satisfied purchase good value money,3
817,satisfied purchase good value money,4
818,satisfied purchase good value money,5
819,terrible customer support respond email,4
820,expected disappointing experience,3
821,loved would definitely recommend friend family,4
822,expected disappointing experience,3
823,amazing experience everything went smoothly,2
824,product okay shipping took long,1
825,product meet expectation quality subpar,3
826,satisfied purchase good value money,5
827,satisfied purchase good value money,3
828,loved would definitely recommend friend family,3
829,poor packaging arrived damaged happy purchase,2
830,product meet expectation quality subpar,1
831,terrible customer support respond email,2
832,expected disappointing experience,1
833,satisfied purchase good value money,3
834,poor packaging arrived damaged happy purchase,3
835,expected disappointing experience,4
836,poor packaging arrived damaged happy purchase,1
837,satisfied purchase good value money,2
838,expected disappointing experience,1
839,amazing experience everything went smoothly,4
840,satisfied purchase good value money,4
841,product meet expectation quality subpar,1
842,satisfied purchase good value money,1
843,terrible customer support respond email,4
844,poor packaging arrived damaged happy purchase,2
845,loved would definitely recommend friend family,1
846,great product satisfied quality service,3
847,great product satisfied quality service,2
848,poor packaging arrived damaged happy purchase,4
849,amazing experience everything went smoothly,3
850,terrible customer support respond email,4
851,great product satisfied quality service,2
852,loved would definitely recommend friend family,4
853,terrible customer support respond email,4
854,product meet expectation quality subpar,4
855,product okay shipping took long,1
856,expected disappointing experience,2
857,excellent customer service support team helpful,4
858,terrible customer support respond email,1
859,satisfied purchase good value money,4
860,terrible customer support respond email,5
861,terrible customer support respond email,3
862,terrible customer support respond email,1
863,terrible customer support respond email,1
864,satisfied purchase good value money,5
865,amazing experience everything went smoothly,3
866,product meet expectation quality subpar,3
867,product okay shipping took long,3
868,excellent customer service support team helpful,4
869,amazing experience everything went smoothly,2
870,excellent customer service support team helpful,3
871,loved would definitely recommend friend family,4
872,poor packaging arrived damaged happy purchase,1
873,product okay shipping took long,4
874,product meet expectation quality subpar,1
875,satisfied purchase good value money,5
876,poor packaging arrived damaged happy purchase,3
877,product meet expectation quality subpar,5
878,satisfied purchase good value money,3
879,product meet expectation quality subpar,4
880,excellent customer service support team helpful,2
881,great product satisfied quality service,3
882,product meet expectation quality subpar,4
883,expected disappointing experience,1
884,satisfied purchase good value money,3
885,product okay shipping took long,2
886,terrible customer support respond email,2
887,product okay shipping took long,4
888,product okay shipping took long,2
889,great product satisfied quality service,4
890,expected disappointing experience,2
891,excellent customer service support team helpful,4
892,amazing experience everything went smoothly,1
893,expected disappointing experience,3
894,loved would definitely recommend friend family,4
895,satisfied purchase good value money,2
896,product meet expectation quality subpar,2
897,amazing experience everything went smoothly,1
898,terrible customer support respond email,3
899,loved would definitely recommend friend family,4
900,excellent customer service support team helpful,4
901,product meet expectation quality subpar,5
902,amazing experience everything went smoothly,5
903,product okay shipping took long,3
904,product meet expectation quality subpar,1
905,amazing experience everything went smoothly,2
906,terrible customer support respond email,5
907,product okay shipping took long,5
908,expected disappointing experience,2
909,amazing experience everything went smoothly,4
910,loved would definitely recommend friend family,2
911,terrible customer support respond email,1
912,excellent customer service support team helpful,4
913,expected disappointing experience,1
914,loved would definitely recommend friend family,5
915,amazing experience everything went smoothly,3
916,great product satisfied quality service,1
917,amazing experience everything went smoothly,5
918,satisfied purchase good value money,2
919,excellent customer service support team helpful,2
920,amazing experience everything went smoothly,2
921,terrible customer support respond email,5
922,amazing experience everything went smoothly,3
923,amazing experience everything went smoothly,1
924,loved would definitely recommend friend family,3
925,great product satisfied quality service,4
926,expected disappointing experience,4
927,great product satisfied quality service,5
928,loved would definitely recommend friend family,5
929,poor packaging arrived damaged happy purchase,5
930,expected disappointing experience,5
931,poor packaging arrived damaged happy purchase,5
932,satisfied purchase good value money,5
933,loved would definitely recommend friend family,1
934,poor packaging arrived damaged happy purchase,5
935,terrible customer support respond email,1
936,amazing experience everything went smoothly,1
937,product okay shipping took long,4
938,great product satisfied quality service,3
939,product meet expectation quality subpar,2
940,excellent customer service support team helpful,2
941,expected disappointing experience,4
942,product okay shipping took long,5
943,poor packaging arrived damaged happy purchase,3
944,amazing experience everything went smoothly,2
945,loved would definitely recommend friend family,2
946,terrible customer support respond email,2
947,excellent customer service support team helpful,5
948,product okay shipping took long,4
949,loved would definitely recommend friend family,4
950,satisfied purchase good value money,5
951,loved would definitely recommend friend family,5
952,amazing experience everything went smoothly,4
953,amazing experience everything went smoothly,5
954,product meet expectation quality subpar,4
955,great product satisfied quality service,2
956,expected disappointing experience,2
957,great product satisfied quality service,3
958,loved would definitely recommend friend family,5
959,expected disappointing experience,5
960,terrible customer support respond email,5
961,product meet expectation quality subpar,3
962,terrible customer support respond email,4
963,satisfied purchase good value money,4
964,expected disappointing experience,1
965,expected disappointing experience,2
966,expected disappointing experience,5
967,expected disappointing experience,3
968,excellent customer service support team helpful,1
969,loved would definitely recommend friend family,2
970,terrible customer support respond email,3
971,great product satisfied quality service,4
972,excellent customer service support team helpful,1
973,product meet expectation quality subpar,4
974,expected disappointing experience,3
975,amazing experience everything went smoothly,1
976,product okay shipping took long,5
977,terrible customer support respond email,1
978,product okay shipping took long,3
979,amazing experience everything went smoothly,4
980,satisfied purchase good value money,5
981,excellent customer service support team helpful,3
982,great product satisfied quality service,2
983,product meet expectation quality subpar,5
984,terrible customer support respond email,1
985,poor packaging arrived damaged happy purchase,5
986,great product satisfied quality service,5
987,terrible customer support respond email,2
988,great product satisfied quality service,3
989,excellent customer service support team helpful,3
990,satisfied purchase good value money,3
991,product meet expectation quality subpar,2
992,terrible customer support respond email,2
993,loved would definitely recommend friend family,5
994,satisfied purchase good value money,5
995,great product satisfied quality service,4
996,loved would definitely recommend friend family,4
997,poor packaging arrived damaged happy purchase,4
998,excellent customer service support team helpful,5
999,amazing experience everything went smoothly,2
1000,excellent customer service support team helpful,4
