Review_ID,Customer_Review,Rating,Sentiment_Score
499,product okay shipping took long,5,0.225
500,poor packaging arrived damaged happy purchase,2,0.2
501,poor packaging arrived damaged happy purchase,1,0.2
502,amazing experience everything went smoothly,5,0.5
503,product okay shipping took long,1,0.225
504,terrible customer support respond email,5,-1.0
505,loved would definitely recommend friend family,1,0.35
506,excellent customer service support team helpful,2,1.0
507,expected disappointing experience,3,-0.35
508,expected disappointing experience,5,-0.35
509,poor packaging arrived damaged happy purchase,1,0.2
510,expected disappointing experience,2,-0.35
511,terrible customer support respond email,1,-1.0
512,expected disappointing experience,1,-0.35
513,amazing experience everything went smoothly,5,0.5
514,product okay shipping took long,2,0.225
515,terrible customer support respond email,1,-1.0
516,product meet expectation quality subpar,4,0.0
517,expected disappointing experience,5,-0.35
518,poor packaging arrived damaged happy purchase,5,0.2
519,satisfied purchase good value money,2,0.6
520,loved would definitely recommend friend family,1,0.35
521,satisfied purchase good value money,4,0.6
522,excellent customer service support team helpful,2,1.0
523,product okay shipping took long,3,0.225
524,amazing experience everything went smoothly,1,0.5
525,excellent customer service support team helpful,5,1.0
526,excellent customer service support team helpful,5,1.0
527,great product satisfied quality service,1,0.65
528,great product satisfied quality service,4,0.65
529,product meet expectation quality subpar,1,0.0
530,excellent customer service support team helpful,5,1.0
531,excellent customer service support team helpful,5,1.0
532,expected disappointing experience,3,-0.35
533,expected disappointing experience,1,-0.35
534,terrible customer support respond email,3,-1.0
535,great product satisfied quality service,2,0.65
536,loved would definitely recommend friend family,4,0.35
537,satisfied purchase good value money,3,0.6
538,terrible customer support respond email,4,-1.0
539,expected disappointing experience,2,-0.35
540,loved would definitely recommend friend family,3,0.35
541,great product satisfied quality service,3,0.65
542,excellent customer service support team helpful,2,1.0
543,product okay shipping took long,2,0.225
544,product meet expectation quality subpar,2,0.0
545,product okay shipping took long,2,0.225
546,product okay shipping took long,3,0.225
547,great product satisfied quality service,3,0.65
548,satisfied purchase good value money,3,0.6
549,satisfied purchase good value money,4,0.6
550,product meet expectation quality subpar,2,0.0
551,great product satisfied quality service,5,0.65
552,amazing experience everything went smoothly,5,0.5
553,product okay shipping took long,5,0.225
554,amazing experience everything went smoothly,5,0.5
555,excellent customer service support team helpful,3,1.0
556,amazing experience everything went smoothly,3,0.5
557,amazing experience everything went smoothly,3,0.5
558,terrible customer support respond email,3,-1.0
559,great product satisfied quality service,1,0.65
560,product meet expectation quality subpar,3,0.0
561,poor packaging arrived damaged happy purchase,2,0.2
562,satisfied purchase good value money,4,0.6
563,great product satisfied quality service,4,0.65
564,amazing experience everything went smoothly,1,0.5
565,loved would definitely recommend friend family,4,0.35
566,product okay shipping took long,3,0.225
567,poor packaging arrived damaged happy purchase,3,0.2
568,amazing experience everything went smoothly,2,0.5
569,amazing experience everything went smoothly,3,0.5
570,terrible customer support respond email,3,-1.0
571,great product satisfied quality service,2,0.65
572,loved would definitely recommend friend family,1,0.35
573,loved would definitely recommend friend family,2,0.35
574,product meet expectation quality subpar,4,0.0
575,product meet expectation quality subpar,2,0.0
576,product meet expectation quality subpar,2,0.0
577,product okay shipping took long,5,0.225
578,loved would definitely recommend friend family,1,0.35
579,satisfied purchase good value money,2,0.6
580,satisfied purchase good value money,4,0.6
581,excellent customer service support team helpful,2,1.0
582,product okay shipping took long,4,0.225
583,great product satisfied quality service,3,0.65
584,excellent customer service support team helpful,3,1.0
585,satisfied purchase good value money,2,0.6
586,product okay shipping took long,2,0.225
587,amazing experience everything went smoothly,2,0.5
588,product meet expectation quality subpar,4,0.0
589,expected disappointing experience,5,-0.35
590,satisfied purchase good value money,1,0.6
591,amazing experience everything went smoothly,4,0.5
592,product meet expectation quality subpar,5,0.0
593,product meet expectation quality subpar,3,0.0
594,excellent customer service support team helpful,3,1.0
595,product okay shipping took long,1,0.225
596,product meet expectation quality subpar,5,0.0
597,great product satisfied quality service,4,0.65
598,amazing experience everything went smoothly,4,0.5
599,amazing experience everything went smoothly,5,0.5
600,satisfied purchase good value money,3,0.6
601,expected disappointing experience,3,-0.35
602,amazing experience everything went smoothly,5,0.5
603,amazing experience everything went smoothly,2,0.5
604,product meet expectation quality subpar,3,0.0
605,amazing experience everything went smoothly,5,0.5
606,loved would definitely recommend friend family,5,0.35
607,expected disappointing experience,2,-0.35
608,product okay shipping took long,3,0.225
609,excellent customer service support team helpful,5,1.0
610,loved would definitely recommend friend family,3,0.35
611,excellent customer service support team helpful,3,1.0
612,product okay shipping took long,4,0.225
613,poor packaging arrived damaged happy purchase,2,0.2
614,amazing experience everything went smoothly,5,0.5
615,terrible customer support respond email,3,-1.0
616,product okay shipping took long,3,0.225
617,product meet expectation quality subpar,4,0.0
618,product okay shipping took long,2,0.225
619,satisfied purchase good value money,5,0.6
620,poor packaging arrived damaged happy purchase,4,0.2
621,excellent customer service support team helpful,3,1.0
622,satisfied purchase good value money,3,0.6
623,great product satisfied quality service,3,0.65
624,expected disappointing experience,4,-0.35
625,product meet expectation quality subpar,1,0.0
626,excellent customer service support team helpful,1,1.0
627,satisfied purchase good value money,5,0.6
628,excellent customer service support team helpful,2,1.0
629,loved would definitely recommend friend family,4,0.35
630,poor packaging arrived damaged happy purchase,4,0.2
631,poor packaging arrived damaged happy purchase,3,0.2
632,terrible customer support respond email,4,-1.0
633,satisfied purchase good value money,2,0.6
634,product okay shipping took long,3,0.225
635,product okay shipping took long,4,0.225
636,loved would definitely recommend friend family,1,0.35
637,excellent customer service support team helpful,3,1.0
638,terrible customer support respond email,3,-1.0
639,expected disappointing experience,5,-0.35
640,expected disappointing experience,4,-0.35
641,loved would definitely recommend friend family,4,0.35
642,product meet expectation quality subpar,3,0.0
643,product meet expectation quality subpar,4,0.0
644,product okay shipping took long,1,0.225
645,amazing experience everything went smoothly,3,0.5
646,great product satisfied quality service,3,0.65
647,great product satisfied quality service,5,0.65
648,product meet expectation quality subpar,1,0.0
649,great product satisfied quality service,3,0.65
650,great product satisfied quality service,2,0.65
651,expected disappointing experience,5,-0.35
652,terrible customer support respond email,1,-1.0
653,terrible customer support respond email,1,-1.0
654,expected disappointing experience,5,-0.35
655,satisfied purchase good value money,4,0.6
656,poor packaging arrived damaged happy purchase,4,0.2
657,expected disappointing experience,5,-0.35
658,expected disappointing experience,5,-0.35
659,poor packaging arrived damaged happy purchase,2,0.2
660,product okay shipping took long,2,0.225
661,terrible customer support respond email,5,-1.0
662,excellent customer service support team helpful,5,1.0
663,amazing experience everything went smoothly,4,0.5
664,poor packaging arrived damaged happy purchase,5,0.2
665,poor packaging arrived damaged happy purchase,1,0.2
666,loved would definitely recommend friend family,4,0.35
667,great product satisfied quality service,5,0.65
668,poor packaging arrived damaged happy purchase,4,0.2
669,product meet expectation quality subpar,1,0.0
670,amazing experience everything went smoothly,1,0.5
671,loved would definitely recommend friend family,3,0.35
672,poor packaging arrived damaged happy purchase,3,0.2
673,poor packaging arrived damaged happy purchase,1,0.2
674,terrible customer support respond email,5,-1.0
675,satisfied purchase good value money,5,0.6
676,great product satisfied quality service,4,0.65
677,satisfied purchase good value money,5,0.6
678,terrible customer support respond email,4,-1.0
679,expected disappointing experience,3,-0.35
680,loved would definitely recommend friend family,5,0.35
681,great product satisfied quality service,5,0.65
682,great product satisfied quality service,3,0.65
683,product meet expectation quality subpar,5,0.0
684,product meet expectation quality subpar,1,0.0
685,expected disappointing experience,1,-0.35
686,satisfied purchase good value money,1,0.6
687,product okay shipping took long,3,0.225
688,expected disappointing experience,3,-0.35
689,satisfied purchase good value money,5,0.6
690,product meet expectation quality subpar,1,0.0
691,excellent customer service support team helpful,1,1.0
692,satisfied purchase good value money,1,0.6
693,excellent customer service support team helpful,1,1.0
694,poor packaging arrived damaged happy purchase,1,0.2
695,expected disappointing experience,1,-0.35
696,poor packaging arrived damaged happy purchase,1,0.2
697,poor packaging arrived damaged happy purchase,3,0.2
698,product okay shipping took long,1,0.225
699,amazing experience everything went smoothly,5,0.5
700,terrible customer support respond email,4,-1.0
701,poor packaging arrived damaged happy purchase,3,0.2
702,product meet expectation quality subpar,3,0.0
703,satisfied purchase good value money,1,0.6
704,product meet expectation quality subpar,3,0.0
705,product okay shipping took long,5,0.225
706,excellent customer service support team helpful,2,1.0
707,product meet expectation quality subpar,1,0.0
708,terrible customer support respond email,5,-1.0
709,satisfied purchase good value money,1,0.6
710,poor packaging arrived damaged happy purchase,4,0.2
711,great product satisfied quality service,1,0.65
712,terrible customer support respond email,3,-1.0
713,satisfied purchase good value money,4,0.6
714,poor packaging arrived damaged happy purchase,1,0.2
715,product meet expectation quality subpar,1,0.0
716,terrible customer support respond email,1,-1.0
717,product okay shipping took long,3,0.225
718,terrible customer support respond email,4,-1.0
719,great product satisfied quality service,4,0.65
720,terrible customer support respond email,4,-1.0
721,great product satisfied quality service,2,0.65
722,terrible customer support respond email,4,-1.0
723,amazing experience everything went smoothly,4,0.5
724,terrible customer support respond email,3,-1.0
725,satisfied purchase good value money,1,0.6
726,product okay shipping took long,3,0.225
727,satisfied purchase good value money,5,0.6
728,poor packaging arrived damaged happy purchase,1,0.2
729,terrible customer support respond email,5,-1.0
730,great product satisfied quality service,1,0.65
731,terrible customer support respond email,2,-1.0
732,expected disappointing experience,1,-0.35
733,product meet expectation quality subpar,5,0.0
734,amazing experience everything went smoothly,5,0.5
735,poor packaging arrived damaged happy purchase,4,0.2
736,satisfied purchase good value money,4,0.6
737,terrible customer support respond email,3,-1.0
738,excellent customer service support team helpful,5,1.0
739,product okay shipping took long,2,0.225
740,great product satisfied quality service,3,0.65
741,poor packaging arrived damaged happy purchase,4,0.2
742,excellent customer service support team helpful,3,1.0
743,product okay shipping took long,5,0.225
744,loved would definitely recommend friend family,3,0.35
745,product meet expectation quality subpar,2,0.0
746,amazing experience everything went smoothly,2,0.5
747,excellent customer service support team helpful,2,1.0
748,loved would definitely recommend friend family,3,0.35
749,terrible customer support respond email,4,-1.0
750,loved would definitely recommend friend family,5,0.35
751,poor packaging arrived damaged happy purchase,4,0.2
752,amazing experience everything went smoothly,5,0.5
753,poor packaging arrived damaged happy purchase,2,0.2
754,poor packaging arrived damaged happy purchase,2,0.2
755,great product satisfied quality service,1,0.65
756,excellent customer service support team helpful,4,1.0
757,expected disappointing experience,5,-0.35
758,expected disappointing experience,1,-0.35
759,product meet expectation quality subpar,1,0.0
760,satisfied purchase good value money,3,0.6
761,product okay shipping took long,5,0.225
762,poor packaging arrived damaged happy purchase,2,0.2
763,product okay shipping took long,2,0.225
764,expected disappointing experience,5,-0.35
765,expected disappointing experience,5,-0.35
766,product meet expectation quality subpar,5,0.0
767,loved would definitely recommend friend family,5,0.35
768,product meet expectation quality subpar,2,0.0
769,product okay shipping took long,2,0.225
770,expected disappointing experience,5,-0.35
771,terrible customer support respond email,4,-1.0
772,poor packaging arrived damaged happy purchase,5,0.2
773,expected disappointing experience,3,-0.35
774,excellent customer service support team helpful,3,1.0
775,terrible customer support respond email,1,-1.0
776,product okay shipping took long,2,0.225
777,product meet expectation quality subpar,4,0.0
778,excellent customer service support team helpful,5,1.0
779,expected disappointing experience,4,-0.35
780,product meet expectation quality subpar,2,0.0
781,loved would definitely recommend friend family,4,0.35
782,expected disappointing experience,1,-0.35
783,product okay shipping took long,1,0.225
784,satisfied purchase good value money,4,0.6
785,product okay shipping took long,5,0.225
786,product meet expectation quality subpar,2,0.0
787,loved would definitely recommend friend family,3,0.35
788,product okay shipping took long,1,0.225
789,product okay shipping took long,3,0.225
790,excellent customer service support team helpful,2,1.0
791,product meet expectation quality subpar,1,0.0
792,product meet expectation quality subpar,4,0.0
793,excellent customer service support team helpful,2,1.0
794,product okay shipping took long,1,0.225
795,great product satisfied quality service,3,0.65
796,satisfied purchase good value money,1,0.6
797,terrible customer support respond email,2,-1.0
798,loved would definitely recommend friend family,1,0.35
799,great product satisfied quality service,2,0.65
800,poor packaging arrived damaged happy purchase,5,0.2
801,loved would definitely recommend friend family,4,0.35
802,product okay shipping took long,2,0.225
803,loved would definitely recommend friend family,3,0.35
804,loved would definitely recommend friend family,2,0.35
805,product okay shipping took long,4,0.225
806,expected disappointing experience,2,-0.35
807,amazing experience everything went smoothly,4,0.5
808,amazing experience everything went smoothly,2,0.5
809,expected disappointing experience,5,-0.35
810,poor packaging arrived damaged happy purchase,3,0.2
811,excellent customer service support team helpful,3,1.0
812,satisfied purchase good value money,5,0.6
813,product meet expectation quality subpar,1,0.0
814,amazing experience everything went smoothly,2,0.5
815,great product satisfied quality service,5,0.65
816,satisfied purchase good value money,3,0.6
817,satisfied purchase good value money,4,0.6
818,satisfied purchase good value money,5,0.6
819,terrible customer support respond email,4,-1.0
820,expected disappointing experience,3,-0.35
821,loved would definitely recommend friend family,4,0.35
822,expected disappointing experience,3,-0.35
823,amazing experience everything went smoothly,2,0.5
824,product okay shipping took long,1,0.225
825,product meet expectation quality subpar,3,0.0
826,satisfied purchase good value money,5,0.6
827,satisfied purchase good value money,3,0.6
828,loved would definitely recommend friend family,3,0.35
829,poor packaging arrived damaged happy purchase,2,0.2
830,product meet expectation quality subpar,1,0.0
831,terrible customer support respond email,2,-1.0
832,expected disappointing experience,1,-0.35
833,satisfied purchase good value money,3,0.6
834,poor packaging arrived damaged happy purchase,3,0.2
835,expected disappointing experience,4,-0.35
836,poor packaging arrived damaged happy purchase,1,0.2
837,satisfied purchase good value money,2,0.6
838,expected disappointing experience,1,-0.35
839,amazing experience everything went smoothly,4,0.5
840,satisfied purchase good value money,4,0.6
841,product meet expectation quality subpar,1,0.0
842,satisfied purchase good value money,1,0.6
843,terrible customer support respond email,4,-1.0
844,poor packaging arrived damaged happy purchase,2,0.2
845,loved would definitely recommend friend family,1,0.35
846,great product satisfied quality service,3,0.65
847,great product satisfied quality service,2,0.65
848,poor packaging arrived damaged happy purchase,4,0.2
849,amazing experience everything went smoothly,3,0.5
850,terrible customer support respond email,4,-1.0
851,great product satisfied quality service,2,0.65
852,loved would definitely recommend friend family,4,0.35
853,terrible customer support respond email,4,-1.0
854,product meet expectation quality subpar,4,0.0
855,product okay shipping took long,1,0.225
856,expected disappointing experience,2,-0.35
857,excellent customer service support team helpful,4,1.0
858,terrible customer support respond email,1,-1.0
859,satisfied purchase good value money,4,0.6
860,terrible customer support respond email,5,-1.0
861,terrible customer support respond email,3,-1.0
862,terrible customer support respond email,1,-1.0
863,terrible customer support respond email,1,-1.0
864,satisfied purchase good value money,5,0.6
865,amazing experience everything went smoothly,3,0.5
866,product meet expectation quality subpar,3,0.0
867,product okay shipping took long,3,0.225
868,excellent customer service support team helpful,4,1.0
869,amazing experience everything went smoothly,2,0.5
870,excellent customer service support team helpful,3,1.0
871,loved would definitely recommend friend family,4,0.35
872,poor packaging arrived damaged happy purchase,1,0.2
873,product okay shipping took long,4,0.225
874,product meet expectation quality subpar,1,0.0
875,satisfied purchase good value money,5,0.6
876,poor packaging arrived damaged happy purchase,3,0.2
877,product meet expectation quality subpar,5,0.0
878,satisfied purchase good value money,3,0.6
879,product meet expectation quality subpar,4,0.0
880,excellent customer service support team helpful,2,1.0
881,great product satisfied quality service,3,0.65
882,product meet expectation quality subpar,4,0.0
883,expected disappointing experience,1,-0.35
884,satisfied purchase good value money,3,0.6
885,product okay shipping took long,2,0.225
886,terrible customer support respond email,2,-1.0
887,product okay shipping took long,4,0.225
888,product okay shipping took long,2,0.225
889,great product satisfied quality service,4,0.65
890,expected disappointing experience,2,-0.35
891,excellent customer service support team helpful,4,1.0
892,amazing experience everything went smoothly,1,0.5
893,expected disappointing experience,3,-0.35
894,loved would definitely recommend friend family,4,0.35
895,satisfied purchase good value money,2,0.6
896,product meet expectation quality subpar,2,0.0
897,amazing experience everything went smoothly,1,0.5
898,terrible customer support respond email,3,-1.0
899,loved would definitely recommend friend family,4,0.35
900,excellent customer service support team helpful,4,1.0
901,product meet expectation quality subpar,5,0.0
902,amazing experience everything went smoothly,5,0.5
903,product okay shipping took long,3,0.225
904,product meet expectation quality subpar,1,0.0
905,amazing experience everything went smoothly,2,0.5
906,terrible customer support respond email,5,-1.0
907,product okay shipping took long,5,0.225
908,expected disappointing experience,2,-0.35
909,amazing experience everything went smoothly,4,0.5
910,loved would definitely recommend friend family,2,0.35
911,terrible customer support respond email,1,-1.0
912,excellent customer service support team helpful,4,1.0
913,expected disappointing experience,1,-0.35
914,loved would definitely recommend friend family,5,0.35
915,amazing experience everything went smoothly,3,0.5
916,great product satisfied quality service,1,0.65
917,amazing experience everything went smoothly,5,0.5
918,satisfied purchase good value money,2,0.6
919,excellent customer service support team helpful,2,1.0
920,amazing experience everything went smoothly,2,0.5
921,terrible customer support respond email,5,-1.0
922,amazing experience everything went smoothly,3,0.5
923,amazing experience everything went smoothly,1,0.5
924,loved would definitely recommend friend family,3,0.35
925,great product satisfied quality service,4,0.65
926,expected disappointing experience,4,-0.35
927,great product satisfied quality service,5,0.65
928,loved would definitely recommend friend family,5,0.35
929,poor packaging arrived damaged happy purchase,5,0.2
930,expected disappointing experience,5,-0.35
931,poor packaging arrived damaged happy purchase,5,0.2
932,satisfied purchase good value money,5,0.6
933,loved would definitely recommend friend family,1,0.35
934,poor packaging arrived damaged happy purchase,5,0.2
935,terrible customer support respond email,1,-1.0
936,amazing experience everything went smoothly,1,0.5
937,product okay shipping took long,4,0.225
938,great product satisfied quality service,3,0.65
939,product meet expectation quality subpar,2,0.0
940,excellent customer service support team helpful,2,1.0
941,expected disappointing experience,4,-0.35
942,product okay shipping took long,5,0.225
943,poor packaging arrived damaged happy purchase,3,0.2
944,amazing experience everything went smoothly,2,0.5
945,loved would definitely recommend friend family,2,0.35
946,terrible customer support respond email,2,-1.0
947,excellent customer service support team helpful,5,1.0
948,product okay shipping took long,4,0.225
949,loved would definitely recommend friend family,4,0.35
950,satisfied purchase good value money,5,0.6
951,loved would definitely recommend friend family,5,0.35
952,amazing experience everything went smoothly,4,0.5
953,amazing experience everything went smoothly,5,0.5
954,product meet expectation quality subpar,4,0.0
955,great product satisfied quality service,2,0.65
956,expected disappointing experience,2,-0.35
957,great product satisfied quality service,3,0.65
958,loved would definitely recommend friend family,5,0.35
959,expected disappointing experience,5,-0.35
960,terrible customer support respond email,5,-1.0
961,product meet expectation quality subpar,3,0.0
962,terrible customer support respond email,4,-1.0
963,satisfied purchase good value money,4,0.6
964,expected disappointing experience,1,-0.35
965,expected disappointing experience,2,-0.35
966,expected disappointing experience,5,-0.35
967,expected disappointing experience,3,-0.35
968,excellent customer service support team helpful,1,1.0
969,loved would definitely recommend friend family,2,0.35
970,terrible customer support respond email,3,-1.0
971,great product satisfied quality service,4,0.65
972,excellent customer service support team helpful,1,1.0
973,product meet expectation quality subpar,4,0.0
974,expected disappointing experience,3,-0.35
975,amazing experience everything went smoothly,1,0.5
976,product okay shipping took long,5,0.225
977,terrible customer support respond email,1,-1.0
978,product okay shipping took long,3,0.225
979,amazing experience everything went smoothly,4,0.5
980,satisfied purchase good value money,5,0.6
981,excellent customer service support team helpful,3,1.0
982,great product satisfied quality service,2,0.65
983,product meet expectation quality subpar,5,0.0
984,terrible customer support respond email,1,-1.0
985,poor packaging arrived damaged happy purchase,5,0.2
986,great product satisfied quality service,5,0.65
987,terrible customer support respond email,2,-1.0
988,great product satisfied quality service,3,0.65
989,excellent customer service support team helpful,3,1.0
990,satisfied purchase good value money,3,0.6
991,product meet expectation quality subpar,2,0.0
992,terrible customer support respond email,2,-1.0
993,loved would definitely recommend friend family,5,0.35
994,satisfied purchase good value money,5,0.6
995,great product satisfied quality service,4,0.65
996,loved would definitely recommend friend family,4,0.35
997,poor packaging arrived damaged happy purchase,4,0.2
998,excellent customer service support team helpful,5,1.0
999,amazing experience everything went smoothly,2,0.5
1000,excellent customer service support team helpful,4,1.0
